sentence,clean_text,tokens,label
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,the potato chip order was sad i could probably count how many chips were in that box and it was probably around,"['the', 'potato', 'chip', 'order', 'wa', 'sad', 'i', 'could', 'probabl', 'count', 'how', 'mani', 'chip', 'were', 'in', 'that', 'box', 'and', 'it', 'wa', 'probabl', 'around']",0
The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.,the keyboard is a nice compromise between a full qwerty and the basic cell phone number keypad,"['the', 'keyboard', 'is', 'a', 'nice', 'compromis', 'between', 'a', 'full', 'qwerti', 'and', 'the', 'basic', 'cell', 'phone', 'number', 'keypad']",1
"I like the fact that it rests lightly against your ear, rather than inside.",i like the fact that it rests lightly against your ear rather than inside,"['i', 'like', 'the', 'fact', 'that', 'it', 'rest', 'lightli', 'against', 'your', 'ear', 'rather', 'than', 'insid']",1
"There is really nothing for me at postinos, hope your experience is better",there is really nothing for me at postinos hope your experience is better,"['there', 'is', 'realli', 'noth', 'for', 'me', 'at', 'postino', 'hope', 'your', 'experi', 'is', 'better']",0
SWEETEST PHONE!!!,sweetest phone,"['sweetest', 'phone']",1
"Perhaps I caught them on an off night judging by the other reviews, but I'm not inspired to go back.",perhaps i caught them on an off night judging by the other reviews but i am not inspired to go back,"['perhap', 'i', 'caught', 'them', 'on', 'an', 'off', 'night', 'judg', 'by', 'the', 'other', 'review', 'but', 'i', 'am', 'not', 'inspir', 'to', 'go', 'back']",0
Food quality has been horrible.,food quality has been horrible,"['food', 'qualiti', 'ha', 'been', 'horribl']",0
"Overall, a great experience.",overall a great experience,"['overal', 'a', 'great', 'experi']",1
"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",if you do not find it too bad as again the unit comes with one earpad only i would not recommend this to anyone,"['if', 'you', 'do', 'not', 'find', 'it', 'too', 'bad', 'as', 'again', 'the', 'unit', 'come', 'with', 'one', 'earpad', 'onli', 'i', 'would', 'not', 'recommend', 'thi', 'to', 'anyon']",0
Everything was perfect the night we were in.,everything was perfect the night we were in,"['everyth', 'wa', 'perfect', 'the', 'night', 'we', 'were', 'in']",1
But it picked up speed and got right to the point.  ,but it picked up speed and got right to the point,"['but', 'it', 'pick', 'up', 'speed', 'and', 'got', 'right', 'to', 'the', 'point']",1
"great headset, very impressed - H500.",great headset very impressed h500,"['great', 'headset', 'veri', 'impress', 'h']",1
The cast is good.  ,the cast is good,"['the', 'cast', 'is', 'good']",1
"Couldn't use the unit with sunglasses, not good in Texas!",could not use the unit with sunglasses not good in texas,"['could', 'not', 'use', 'the', 'unit', 'with', 'sunglass', 'not', 'good', 'in', 'texa']",0
See it.  ,see it,"['see', 'it']",1
So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,so in a nutshell the restaraunt smells like a combination of a dirty fish market and a sewer,"['so', 'in', 'a', 'nutshel', 'the', 'restaraunt', 'smell', 'like', 'a', 'combin', 'of', 'a', 'dirti', 'fish', 'market', 'and', 'a', 'sewer']",0
Disappointing accessory from a good manufacturer.,disappointing accessory from a good manufacturer,"['disappoint', 'accessori', 'from', 'a', 'good', 'manufactur']",0
Great place to relax and have an awesome burger and beer.,great place to relax and have an awesome burger and beer,"['great', 'place', 'to', 'relax', 'and', 'have', 'an', 'awesom', 'burger', 'and', 'beer']",1
This is simply the BEST bluetooth headset for sound quality!,this is simply the best bluetooth headset for sound quality,"['thi', 'is', 'simpli', 'the', 'best', 'bluetooth', 'headset', 'for', 'sound', 'qualiti']",1
"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",the sound quality for the device is unacceptable unless you are in a really quiet area you almost hear nothing,"['the', 'sound', 'qualiti', 'for', 'the', 'devic', 'is', 'unaccept', 'unless', 'you', 'are', 'in', 'a', 'realli', 'quiet', 'area', 'you', 'almost', 'hear', 'noth']",0
"As for the ""mains,"" also uninspired.",as for the mains also uninspired,"['as', 'for', 'the', 'main', 'also', 'uninspir']",0
The pleather case doesn't fit.,the pleather case does not fit,"['the', 'pleather', 'case', 'doe', 'not', 'fit']",0
The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.,the cashier had no care what so ever on what i had to say it still ended up being wayyy overpriced,"['the', 'cashier', 'had', 'no', 'care', 'what', 'so', 'ever', 'on', 'what', 'i', 'had', 'to', 'say', 'it', 'still', 'end', 'up', 'be', 'wayyy', 'overpr']",0
"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.  ",then i watched it again two sundays ago march 20th and i began to really enjoy it and this time i taped the entire thing,"['then', 'i', 'watch', 'it', 'again', 'two', 'sunday', 'ago', 'march', 'th', 'and', 'i', 'began', 'to', 'realli', 'enjoy', 'it', 'and', 'thi', 'time', 'i', 'tape', 'the', 'entir', 'thing']",1
What a big waste of time.,what a big waste of time,"['what', 'a', 'big', 'wast', 'of', 'time']",0
"Feelings, thoughts...Gabriel's discomfort during the dance...all these intangibles leap to life and come within the viewer's grasp in Huston's portrayal.  ",feelings thoughts gabriel s discomfort during the dance all these intangibles leap to life and come within the viewer s grasp in huston s portrayal,"['feel', 'thought', 'gabriel', 's', 'discomfort', 'dure', 'the', 'danc', 'all', 'these', 'intang', 'leap', 'to', 'life', 'and', 'come', 'within', 'the', 'viewer', 's', 'grasp', 'in', 'huston', 's', 'portray']",1
The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,the film lacks any real scares or tension some of the medical terminology used throughout is a bit iffy to say the least i say that as an insulin dependant diabetic myself,"['the', 'film', 'lack', 'ani', 'real', 'scare', 'or', 'tension', 'some', 'of', 'the', 'medic', 'terminolog', 'use', 'throughout', 'is', 'a', 'bit', 'iffi', 'to', 'say', 'the', 'least', 'i', 'say', 'that', 'as', 'an', 'insulin', 'depend', 'diabet', 'myself']",0
I loved the bacon wrapped dates.,i loved the bacon wrapped dates,"['i', 'love', 'the', 'bacon', 'wrap', 'date']",1
It is very comfortable on the ear.,it is very comfortable on the ear,"['it', 'is', 'veri', 'comfort', 'on', 'the', 'ear']",1
Really awful.  ,really awful,"['realli', 'aw']",0
"steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.  ",steve martin delivers a really funny performance of a middle aged upper class uptight white guy,"['steve', 'martin', 'deliv', 'a', 'realli', 'funni', 'perform', 'of', 'a', 'middl', 'age', 'upper', 'class', 'uptight', 'white', 'guy']",1
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,the feel of the dining room was more college cooking course than high class dining and the service was slow at best,"['the', 'feel', 'of', 'the', 'dine', 'room', 'wa', 'more', 'colleg', 'cook', 'cours', 'than', 'high', 'class', 'dine', 'and', 'the', 'servic', 'wa', 'slow', 'at', 'best']",0
An excellent new restaurant by an experienced Frenchman.,an excellent new restaurant by an experienced frenchman,"['an', 'excel', 'new', 'restaur', 'by', 'an', 'experienc', 'frenchman']",1
If the two were seperated by a mere 5+ ft I started to notice excessive static and garbled sound from the headset.,if the two were seperated by a mere ft i started to notice excessive static and garbled sound from the headset,"['if', 'the', 'two', 'were', 'seper', 'by', 'a', 'mere', 'ft', 'i', 'start', 'to', 'notic', 'excess', 'static', 'and', 'garbl', 'sound', 'from', 'the', 'headset']",0
I hate movies like that.  ,i hate movies like that,"['i', 'hate', 'movi', 'like', 'that']",0
"However, the ear pads come off easily and after only one week I lost one.",however the ear pads come off easily and after only one week i lost one,"['howev', 'the', 'ear', 'pad', 'come', 'off', 'easili', 'and', 'after', 'onli', 'one', 'week', 'i', 'lost', 'one']",0
The holster that arrived did not match the photo in the ad.,the holster that arrived did not match the photo in the ad,"['the', 'holster', 'that', 'arriv', 'did', 'not', 'match', 'the', 'photo', 'in', 'the', 'ad']",0
"The fries were not hot, and neither was my burger.",the fries were not hot and neither was my burger,"['the', 'fri', 'were', 'not', 'hot', 'and', 'neither', 'wa', 'my', 'burger']",0
"Buyer Beware, you could flush money right down the toilet.",buyer beware you could flush money right down the toilet,"['buyer', 'bewar', 'you', 'could', 'flush', 'money', 'right', 'down', 'the', 'toilet']",0
This product is very High quality Chinese CRAP!!!!!!,this product is very high quality chinese crap,"['thi', 'product', 'is', 'veri', 'high', 'qualiti', 'chines', 'crap']",0
Highly recommend for any one who has a blue tooth phone.,highly recommend for any one who has a blue tooth phone,"['highli', 'recommend', 'for', 'ani', 'one', 'who', 'ha', 'a', 'blue', 'tooth', 'phone']",1
"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",steer clear of this product and go with the genuine palm replacementr pens which come in a three pack,"['steer', 'clear', 'of', 'thi', 'product', 'and', 'go', 'with', 'the', 'genuin', 'palm', 'replacementr', 'pen', 'which', 'come', 'in', 'a', 'three', 'pack']",0
"Best service and food ever, Maria our server was so good and friendly she made our day.",best service and food ever maria our server was so good and friendly she made our day,"['best', 'servic', 'and', 'food', 'ever', 'maria', 'our', 'server', 'wa', 'so', 'good', 'and', 'friendli', 'she', 'made', 'our', 'day']",1
"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",the acting is like watching wooden puppets moving around and reading from a book that is how bad it is,"['the', 'act', 'is', 'like', 'watch', 'wooden', 'puppet', 'move', 'around', 'and', 'read', 'from', 'a', 'book', 'that', 'is', 'how', 'bad', 'it', 'is']",0
Its the best headset I have used.,its the best headset i have used,"['it', 'the', 'best', 'headset', 'i', 'have', 'use']",1
All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,all the other cases i have tried normally fall apart after a few months but this one seems to be in for the long haul,"['all', 'the', 'other', 'case', 'i', 'have', 'tri', 'normal', 'fall', 'apart', 'after', 'a', 'few', 'month', 'but', 'thi', 'one', 'seem', 'to', 'be', 'in', 'for', 'the', 'long', 'haul']",1
I could not stand to even watch it for very long for fear of losing I.Q.  ,i could not stand to even watch it for very long for fear of losing i q,"['i', 'could', 'not', 'stand', 'to', 'even', 'watch', 'it', 'for', 'veri', 'long', 'for', 'fear', 'of', 'lose', 'i', 'q']",0
Good Quality.,good quality,"['good', 'qualiti']",1
"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",i know that jim o connor was very energetic and that nobody could be as much as him but george was well dull,"['i', 'know', 'that', 'jim', 'o', 'connor', 'wa', 'veri', 'energet', 'and', 'that', 'nobodi', 'could', 'be', 'as', 'much', 'as', 'him', 'but', 'georg', 'wa', 'well', 'dull']",0
I left with a stomach ache and felt sick the rest of the day.,i left with a stomach ache and felt sick the rest of the day,"['i', 'left', 'with', 'a', 'stomach', 'ach', 'and', 'felt', 'sick', 'the', 'rest', 'of', 'the', 'day']",0
"I have this phone and it is a thorn in my side, I really abhor it.",i have this phone and it is a thorn in my side i really abhor it,"['i', 'have', 'thi', 'phone', 'and', 'it', 'is', 'a', 'thorn', 'in', 'my', 'side', 'i', 'realli', 'abhor', 'it']",0
Then I had to continue pairing it periodically since it somehow kept dropping.,then i had to continue pairing it periodically since it somehow kept dropping,"['then', 'i', 'had', 'to', 'continu', 'pair', 'it', 'period', 'sinc', 'it', 'somehow', 'kept', 'drop']",0
I'm happy about this purchase- good quality and low price.,i am happy about this purchase good quality and low price,"['i', 'am', 'happi', 'about', 'thi', 'purchas', 'good', 'qualiti', 'and', 'low', 'price']",1
You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.,you need at least mins to get to your phone book from the time you first turn on the phone battery life is short,"['you', 'need', 'at', 'least', 'min', 'to', 'get', 'to', 'your', 'phone', 'book', 'from', 'the', 'time', 'you', 'first', 'turn', 'on', 'the', 'phone', 'batteri', 'life', 'is', 'short']",0
